Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
McNally, Grant;1962-01-07;MP (1997/06/02 - 2004/06/27);Dewdney--Alouette (1997/06/02 - 2004/06/27);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2004/06/27)
Canadian Reform Conservative Alliance (2002/04/24 - 2003/12/22)
Independent (2002/04/10 - 2002/04/23)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
McTeague, Dan;1962-10-15;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Pickering--Scarborough East (2004/06/28 - 2011/05/01)
Pickering--Ajax--Uxbridge (1997/06/02 - 2004/06/27)
Ontario (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Meighen, Michael A.;1939-03-24;Senator (1990/09/27 - 2012/02/06);St. Marys (1990/09/27 - 2012/02/06);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2012/02/06)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Ménard, Réal;1962-05-12;"MP (2004/06/28 - 2009/09/16)
MP (1993/10/25 - 2004/06/27)";"Hochelaga (2004/06/28 - 2009/09/16)
Hochelaga--Maisonneuve (1993/10/25 - 2004/06/27)";"Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2009/09/16)
Mercer, Terry M.;1947-05-05;Senator (2003/11/07 - );Northend Halifax (2003/11/07 - );Nova Scotia;M;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/11/07 - 2019/11/13)"
Merchant, Pana;1943-04-01;Senator (2002/12/12 - 2017/03/31);Saskatchewan (2002/12/12 - 2017/03/31);Saskatchewan;F;Liberal Party of Canada (2002/12/12 - 2017/03/31)
Mercier, Léonce;1926-08-10;Senator (1996/08/09 - 2001/08/11);Mille Isles (1996/08/09 - 2001/08/11);Quebec;M;Liberal Party of Canada (1956 - 2001/08/11)
Meredith, Valerie (Val);1949-04-21;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"South Surrey--White Rock--Langley (1997/06/02 - 2004/06/27)
Surrey--White Rock--South Langley (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia";F;"Conservative Party of Canada (2003/12/23 - 2004/06/27)
Canadian Reform Conservative Alliance (2002/04/16 - 2003/12/22)
Independent (2002/04/10 - 2002/04/16)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Merrifield, Rob;1953-12-18;MP (2000/11/27 - 2014/09/17);Yellowhead (2000/11/27 - 2014/09/17);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2014/09/17)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Milliken, Peter Andrew Stewart;1946-11-11;MP (1988/11/21 - 2011/05/01);Kingston and the Islands (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Mills, Dennis Joseph;1946-07-18;"MP (2000/06/29 - 2004/06/27)
MP (1988/11/21 - 2000/06/28)";"Toronto--Danforth (2000/06/29 - 2004/06/27)
Broadview--Greenwood (1988/11/21 - 2000/06/28)";"Ontario
Ontario";M;"Liberal Party of Canada (1996/08/07 - 2004/06/27)
Independent Liberal (1996/05/08 - 1996/08/06)
Liberal Party of Canada (1988/11/21 - 1996/05/07)"
Mills, Robert (Bob);1941-07-27;MP (1993/10/25 - 2008/10/13);Red Deer (1993/10/25 - 2008/10/13);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Milne, Lorna;1934-12-12;Senator (1995/09/21 - 2009/12/13);"Peel County (1999/11/02 - 2009/12/13)
Brampton (1995/09/21 - 1999/11/01)";"Ontario
Ontario";F;Liberal Party of Canada (1995/09/21 - 2009/12/13)
Minna, Maria;1948-03-13;"MP (1997/06/02 - 2011/05/01)
MP (1993/10/25 - 1997/06/01)";"Beaches--East York (1997/06/02 - 2011/05/01)
Beaches--Woodbine (1993/10/25 - 1997/06/01)";"Ontario
Ontario";F;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Mitchell, Andrew (Andy);1953-04-20;MP (1993/10/25 - 2006/01/22);Parry Sound--Muskoka (1993/10/25 - 2006/01/22);Ontario;M;Liberal Party of Canada (1993/10/25 - 2006/01/23)
Molgat, Gildas L.;1927-01-24;Senator (1970/10/07 - 2001/02/28);Ste-Rose (1970/10/07 - 2001/02/28);Manitoba;M;Liberal Party of Canada (1970/10/07 - 2001/02/28)
Moore, James;1976-06-09;"MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Port Moody--Westwood--Port Coquitlam (2004/06/28 - 2015/10/18)
Port Moody--Coquitlam--Port Coquitlam (2000/11/27 - 2004/06/27)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Moore, Wilfred P.;1942-01-13;Senator (1996/09/26 - 2017/01/13);"Stanhope St./South Shore (1999 - 2017/01/13)
Chester (1996/09/26 - 1999)";"Nova Scotia
Nova Scotia";M;Liberal Party of Canada (1996/09/26 - 2017/01/13)
Morin, Yves;1929-11-27;Senator (2001/03/08 - 2004/11/28);Lauzon (2001/03/08 - 2004/11/28);Quebec;M;Liberal Party of Canada (2001/03/08 - 2004/11/28)
Munson, Jim;1946-07-13;Senator (2003/12/10 - );Ottawa / Rideau Canal (2003/12/10 - );Ontario;M;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/12/10 - 2019/11/13)"
Murphy, Shawn;1951-07-26;"MP (2004/06/28 - 2011/05/01)
MP (2000/11/27 - 2004/06/27)";"Charlottetown (2004/06/28 - 2011/05/01)
Hillsborough (2000/11/27 - 2004/06/27)";"Prince Edward Island
Prince Edward Island";M;Liberal Party of Canada (2000/11/27 - 2011/05/01)
Murray, Lowell;1936-09-25;Senator (1979/09/13 - 2011/09/26);Pakenham (1979/09/13 - 2011/09/26);Ontario;M;Progressive Conservative Party (1979/09/13 - 2011/09/26)
Myers, Lynn;1951-05-24;"MP (2005/02/24 - 2006/01/22)
MP (2004/09/01 - 2005/02/23)
MP (2004/06/28 - 2004/08/31)
MP (1997/06/02 - 2004/06/27)";"Kitchener--Conestoga (2005/02/24 - 2006/01/22)
Kitchener--Wilmot--Wellesley--Woolwich (2004/09/01 - 2005/02/23)
Kitchener--Conestoga (2004/06/28 - 2004/08/31)
Waterloo--Wellington (1997/06/02 - 2004/06/27)";"Ontario
Ontario
Ontario
Ontario";M;Liberal Party of Canada (1997/06/02 - 2006/01/22)
Nault, Robert Daniel;1955-11-08;"MP (2015/10/19 - 2019/10/20)
MP (1988/11/21 - 2004/06/27)";"Kenora (2015/10/19 - 2019/10/20)
Kenora--Rainy River (1988/11/21 - 2004/06/27)";"Ontario
Ontario";M;"Liberal Party of Canada (2015/10/19 - 2019/10/20)
Liberal Party of Canada (1988/11/21 - 2004/06/27)"
Neville, Anita;1942-07-21;"MP (2004/06/28 - 2011/05/01)
MP (2000/11/27 - 2004/06/27)";"Winnipeg South Centre (2004/06/28 - 2011/05/01)
Winnipeg South Centre (2000/11/27 - 2004/06/27)";"Manitoba
Manitoba";F;Liberal Party of Canada (2000/11/27 - 2011/05/01)
Nolin, Pierre Claude;1950-10-29;Senator (1993/06/18 - 2015/04/23);De Salaberry (1993/06/18 - 2015/04/23);Quebec;M;"Conservative Party of Canada (2004/02/02 - 2015/04/23)
Progressive Conservative Party (1993/06/18 - 2004/02/01)"
Normand, Gilbert;1943-03-30;MP (1997/06/02 - 2004/06/27);Bellechasse--Etchemins--Montmagny--L'Islet (1997/06/02 - 2004/06/27);Quebec;M;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Nystrom, Lorne Edmund;1946-04-25;"MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1968/06/25 - 1993/10/24)";"Regina--Qu'Appelle (1998/06/18 - 2004/06/27)
Qu'Appelle (1997/06/02 - 1998/06/17)
Yorkton--Melville (1968/06/25 - 1993/10/24)";"Saskatchewan
Saskatchewan
Saskatchewan";M;"New Democratic Party (1997/06/02 - 2004/06/27)
New Democratic Party (1968/06/25 - 1993/10/24)"
O'Brien, Lawrence D.;1951-03-30;MP (1996/03/25 - 2004/12/16);Labrador (1996/03/25 - 2004/12/16);Newfoundland and Labrador;M;Liberal Party of Canada (1996/03/25 - 2004/12/16)
O'Brien, Pat;1948-01-12;"MP (1997/06/02 - 2006/01/22)
MP (1993/10/25 - 1997/06/01)";"London--Fanshawe (1997/06/02 - 2006/01/22)
London--Middlesex (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;"Independent (2005/06/06 - 2006/01/22)
Liberal Party of Canada (1993/10/25 - 2005/06/05)"
O'Reilly, John Francis;1940-08-03;"MP (1998/06/18 - 2004/06/27)
MP (1993/10/25 - 1998/06/17)";"Haliburton--Victoria--Brock (1998/06/18 - 2004/06/27)
Victoria--Haliburton (1993/10/25 - 1998/06/17)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Obhrai, Deepak;1950-07-04;"MP (2015/10/19 - 2019/08/02)
MP (1997/06/02 - 2015/10/18)";"Calgary Forest Lawn (2015/10/19 - 2019/08/02)
Calgary East (1997/06/02 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2004/02/02 - 2019/08/02)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/11)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Oliver, Donald H.;1938-11-15;Senator (1990/09/07 - 2013/11/16);South Shore (1990/09/07 - 2013/11/16);Nova Scotia;M;"Conservative Party of Canada (2004/02/02 - 2013/11/16)
Progressive Conservative Party (1990/09/07 - 2004/02/01)"
Owen, Stephen;1948-09-07;MP (2000/11/27 - 2007/07/27);Vancouver Quadra (2000/11/27 - 2007/07/27);British Columbia;M;Liberal Party of Canada (2000/11/27 - 2007/07/27)
Pacetti, Massimo;1962-08-21;MP (2002/05/13 - 2015/10/18);Saint-Léonard--Saint-Michel (2002/05/13 - 2015/10/18);Quebec;M;"Independent (2014/11/05 - 2015/10/18)
Liberal Party of Canada (2002/05/13 - 2014/11/04)"
Pagtakhan, Rey D.;1935-01-06;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)";"Winnipeg North--St. Paul (1997/06/02 - 2004/06/27)
Winnipeg North (1988/11/21 - 1997/06/01)";"Manitoba
Manitoba";M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Pallister, Brian William;1954-07-05;MP (2000/11/27 - 2008/10/13);Portage--Lisgar (2000/11/27 - 2008/10/13);Manitoba;M;"Conservative Party of Canada (2003/12/23 - 2008/10/14)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Pankiw, Jim;1966-08-06;MP (1997/06/02 - 2004/06/27);Saskatoon--Humboldt (1997/06/02 - 2004/06/27);Saskatchewan;M;"Independent (2002/04/10 - 2004/06/27)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Paquette, Pierre A.;1955-05-31;MP (2000/11/27 - 2011/05/01);Joliette (2000/11/27 - 2011/05/01);Quebec;M;Bloc Québécois (2000/11/27 - 2011/05/01)
Paradis, Denis;1949-03-31;"MP (2015/10/19 - 2019/10/20)
MP (1995/02/13 - 2006/01/22)";"Brome--Missisquoi (2015/10/19 - 2019/10/20)
Brome--Missisquoi (1995/02/13 - 2006/01/22)";"Quebec
Quebec";M;"Liberal Party of Canada (2015/10/19 - 2019/10/20)
Liberal Party of Canada (1995/02/13 - 2006/01/22)"
Parrish, Carolyn;1946-10-02;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Mississauga--Erindale (2004/06/28 - 2006/01/22)
Mississauga Centre (1997/06/02 - 2004/06/27)
Mississauga West (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";F;"Independent (2004/11/22 - 2006/01/22)
Liberal Party of Canada (1993/10/25 - 2004/11/21)"
Patry, Bernard;1943-01-29;MP (1993/10/25 - 2011/05/01);Pierrefonds--Dollard (1993/10/25 - 2011/05/01);Quebec;M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Pearson, Landon;1930-11-15;Senator (1994/09/15 - 2005/11/16);Ontario (1994/09/15 - 2005/11/16);Ontario;F;Liberal Party of Canada (1994/09/15 - 2005/11/16)
Penson, Charles Frederick (Charlie);1942-11-30;MP (1993/10/25 - 2006/01/22);Peace River (1993/10/25 - 2006/01/22);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2006/01/23)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Pépin, Lucie;1936-09-06;"MP (1984/09/04 - 1988/11/20)
Senator (1997/04/08 - 2011/09/07)";"Shawinigan (1997/04/08 - 2011/09/07)
Outremont (1984/09/04 - 1988/11/20)";"Quebec
Quebec";F;"Liberal Party of Canada (1997/04/08 - 2011/09/07)
Liberal Party of Canada (1984/09/04 - 1988/11/20)"
Peric, Janko;1949-02-23;MP (1993/10/25 - 2004/06/27);Cambridge (1993/10/25 - 2004/06/27);Ontario;M;Liberal Party of Canada (1993/10/25 - 2004/06/28)
Perrault, Raymond J.;1926-02-05;"MP (1968/06/25 - 1972/10/29)
Senator (1973/10/05 - 2001/02/06)";"North Shore-Burnaby (1973/10/05 - 2001/02/06)
Burnaby--Seymour (1968/06/25 - 1972/10/29)";"British Columbia
British Columbia";M;"Liberal Party of Canada (1973/10/05 - 2001/02/06)
Liberal Party of Canada (1968/06/25 - 1972/10/29)"
Perron, Gilles-A.;1940-12-09;"MP (1998/06/18 - 2008/10/13)
MP (1997/06/02 - 1998/06/17)";"Rivière-des-Mille-Îles (1998/06/18 - 2008/10/13)
Saint-Eustache--Sainte-Thérèse (1997/06/02 - 1998/06/17)";"Quebec
Quebec";M;Bloc Québécois (1997/06/02 - 2008/10/13)
Peschisolido, Joe;1963-04-26;"MP (2015/10/19 - 2019/10/20)
MP (2000/11/27 - 2004/06/27)";"Steveston--Richmond East (2015/10/19 - 2019/10/20)
Richmond (2000/11/27 - 2004/06/27)";"British Columbia
British Columbia";M;"Liberal Party of Canada (2015/10/19 - 2019/10/20)
Liberal Party of Canada (2002/01/28 - 2004/06/27)
Canadian Reform Conservative Alliance (2000/11/27 - 2002/01/27)"
Peterson, James Scott (Jim);1941-07-29;"MP (1988/11/21 - 2007/07/12)
MP (1980/02/18 - 1984/09/03)";"Willowdale (1988/11/21 - 2007/07/12)
Willowdale (1980/02/18 - 1984/09/03)";"Ontario
Ontario";M;"Liberal Party of Canada (1988/11/21 - 2007/07/12)
Liberal Party of Canada (1980/02/18 - 1984/09/03)"
Pettigrew, Pierre Stewart;1951-04-17;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)
MP (1996/03/25 - 1997/06/01)";"Papineau (2004/06/28 - 2006/01/22)
Papineau--Saint-Denis (1997/06/02 - 2004/06/27)
Papineau--Saint-Michel (1996/03/25 - 1997/06/01)";"Quebec
Quebec
Quebec";M;Liberal Party of Canada (1996/03/25 - 2006/01/22)
Phalen, Gerard A.;1934-03-27;Senator (2001/10/04 - 2009/03/28);Nova Scotia (2001/10/04 - 2009/03/28);Nova Scotia;M;Liberal Party of Canada (2001/10/04 - 2009/03/28)
Phinney, Elizabeth  (Beth);1938-06-18;MP (1988/11/21 - 2006/01/22);Hamilton Mountain (1988/11/21 - 2006/01/22);Ontario;F;Liberal Party of Canada (1988/11/21 - 2006/01/22)
Picard, Pauline;1947-04-26;MP (1993/10/25 - 2008/10/13);Drummond (1993/10/25 - 2008/10/13);Quebec;F;Bloc Québécois (1993/10/25 - 2008/10/13)
Pickard, Jerry;1940-11-13;"MP (1998/06/18 - 2006/01/22)
MP (1997/06/02 - 1998/06/17)
MP (1988/11/21 - 1997/06/01)";"Chatham-Kent--Essex (1998/06/18 - 2006/01/22)
Kent--Essex (1997/06/02 - 1998/06/17)
Essex--Kent (1988/11/21 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2006/01/22)
Pillitteri, Gary Orazio Vincenzo;1936-02-29;MP (1993/10/25 - 2004/06/27);Niagara Falls (1993/10/25 - 2004/06/27);Ontario;M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Pitfield, P.  Michael;1937-06-17;Senator (1982/12/22 - 2010/06/01);Ottawa-Vanier (1982/12/22 - 2010/06/01);Ontario;M;Independent (1982/12/22 - 2010/06/01)
Plamondon, Louis;1943-07-30;"MP (2015/10/19 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1984/09/04 - 1998/06/17)";"Bécancour--Nicolet--Saurel (2015/10/19 - )
Bas-Richelieu--Nicolet--Bécancour (2004/09/01 - 2015/10/18)
Richelieu (2004/06/28 - 2004/08/31)
Bas-Richelieu--Nicolet--Bécancour (1998/06/18 - 2004/06/27)
Richelieu (1984/09/04 - 1998/06/17)";"Quebec
Quebec
Quebec
Quebec
Quebec";M;"Bloc Québécois (2018/09/17 - )
Québec debout (2018/06/06 - 2018/09/16)
Groupe parlementaire québécois  (2018/02/28 - 2018/06/05)
Bloc Québécois (1990/12/20 - 2018/02/27)
Independent (1990/06/26 - 1990/12/19)
Progressive Conservative Party (1984/09/04 - 1990/06/25)"
Plamondon, Madeleine;1931-09-20;Senator (2003/09/09 - 2006/09/21);The Laurentides (2003/09/09 - 2006/09/21);Quebec;F;Independent (2003/09/09 - 2006/09/21)
Poy, Vivienne;1941-05-14;Senator (1998/09/17 - 2012/09/17);Toronto (1998/09/17 - 2012/09/17);Ontario;F;Liberal Party of Canada (1998/09/17 - 2012/09/17)
Pratt, David;1955-01-02;MP (1997/06/02 - 2004/06/27);Nepean--Carleton (1997/06/02 - 2004/06/27);Ontario;M;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Price, David;1945-06-01;MP (1997/06/02 - 2004/06/27);Compton--Stanstead (1997/06/02 - 2004/06/27);Quebec;M;"Liberal Party of Canada (2000/09/14 - 2004/06/27)
Progressive Conservative Party (1997/06/02 - 2000/09/13)"
Proctor, Dick;1941-02-11;MP (1997/06/02 - 2004/06/27);Palliser (1997/06/02 - 2004/06/27);Saskatchewan;M;New Democratic Party (1997/06/02 - 2004/06/27)
Proulx, Marcel;1946-03-05;MP (1999/11/15 - 2011/05/01);Hull--Aylmer (1999/11/15 - 2011/05/01);Quebec;M;Liberal Party of Canada (1999/11/15 - 2011/05/01)
Provenzano, Carmen;1942-02-02;MP (1997/06/02 - 2004/06/27);Sault Ste. Marie (1997/06/02 - 2004/06/27);Ontario;M;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Prud'homme, Marcel;1934-11-29;"MP (1964/02/10 - 1993/05/25)
Senator (1993/05/26 - 2009/11/30)";"La Salle (1993/05/26 - 2009/11/30)
Saint-Denis (1964/02/10 - 1993/05/25)";"Quebec
Quebec";M;"Independent (1993/05/26 - 2009/11/30)
Liberal Party of Canada (1964/02/10 - 1993/05/25)"
Rajotte, James;1970-08-18;"MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Edmonton--Leduc (2004/06/28 - 2015/10/18)
Edmonton Southwest (2000/11/27 - 2004/06/27)";"Alberta
Alberta";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/11)"
Redman, Karen;1953-01-07;MP (1997/06/02 - 2008/10/13);Kitchener Centre (1997/06/02 - 2008/10/13);Ontario;F;Liberal Party of Canada (1997/06/02 - 2008/10/13)
Reed, Julian Alexander Arnott;1936-01-26;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Halton (1997/06/02 - 2004/06/27)
Halton--Peel (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Regan, Geoff;1959-11-21;"MP (2000/11/27 - )
MP (1993/10/25 - 1997/06/01)";"Halifax West (2000/11/27 - )
Halifax West (1993/10/25 - 1997/06/01)";"Nova Scotia
Nova Scotia";M;"Liberal Party of Canada (2000/11/27 - )
Liberal Party of Canada (1993/10/25 - 1997/06/01)"
Reid, Scott;1964-01-24;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Lanark--Frontenac--Kingston (2015/10/19 - )
Lanark--Frontenac--Lennox and Addington (2004/06/28 - 2015/10/18)
Lanark--Carleton (2000/11/27 - 2004/06/27)";"Ontario
Ontario
Ontario";M;"Conservative Party of Canada (2003/12/23 - )
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Reynolds, John Douglas;1942-01-18;"MP (2004/09/01 - 2006/01/22)
MP (1997/06/02 - 2004/08/31)
MP (1972/10/30 - 1977/09/04)";"West Vancouver--Sunshine Coast--Sea to Sky Country (2004/09/01 - 2006/01/22)
West Vancouver--Sunshine Coast (1997/06/02 - 2004/08/31)
Burnaby--Richmond--Delta (1972/10/30 - 1977/09/04)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)
Progressive Conservative Party (1972/10/30 - 1977/09/04)"
Richardson, John;1932-11-30;"MP (1997/06/02 - 2002/10/11)
MP (1993/10/25 - 1997/06/01)";"Perth--Middlesex (1997/06/02 - 2002/10/11)
Perth--Wellington--Waterloo (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2002/10/11)
Ringuette, Pierrette;1955-12-30;"MP (1993/10/25 - 1997/06/01)
Senator (2002/12/12 - )";"New Brunswick (2002/12/12 - )
Madawaska--Victoria (1993/10/25 - 1997/06/01)";"New Brunswick
New Brunswick";F;"Independent Senators Group (2017/06/01 - )
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/05/31)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2016/02/02 - 2016/06/12)
Liberal Party of Canada (2002/12/12 - 2016/02/01)
Liberal Party of Canada (1993/10/25 - 1997/06/01)"
Ritz, Gerry;1951-08-18;MP (1997/06/02 - 2017/10/02);Battlefords--Lloydminster (1997/06/02 - 2017/10/02);Saskatchewan;M;"Conservative Party of Canada (2003/12/23 - 2017/10/02)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Rivest, Jean-Claude;1943-01-26;Senator (1993/03/11 - 2015/01/31);Stadacona (1993/03/11 - 2015/01/31);Quebec;M;"Independent (2004/06/02 - 2015/01/31)
Progressive Conservative Party (1993/03/11 - 2004/06/01)"
Robertson, Brenda;1929-05-22;Senator (1984/12/21 - 2004/05/23);Riverview (1984/12/21 - 2004/05/23);New Brunswick;F;"Conservative Party of Canada (2004/02/02 - 2004/05/23)
Progressive Conservative Party (1984/12/21 - 2004/02/01)"
Robichaud, Fernand;1939-12-01;"MP (1993/10/25 - 1997/06/01)
MP (1988/11/21 - 1990/09/24)
MP (1984/09/04 - 1988/11/20)
Senator (1997/09/22 - 2014/12/01)";"New Brunswick (2010/02/28 - 2014/12/01)
Saint-Louis-de-Kent (1997/09/22 - 2010/02/27)
Beauséjour (1993/10/25 - 1997/06/01)
Beauséjour (1988/11/21 - 1990/09/24)
Westmorland--Kent (1984/09/04 - 1988/11/20)";"New Brunswick
New Brunswick
New Brunswick
New Brunswick
New Brunswick";M;"Liberal Party of Canada (1997/09/22 - 2014/12/01)
Liberal Party of Canada (1993/10/25 - 1997/06/01)
Liberal Party of Canada (1984/09/04 - 1990/09/24)"
Robillard, Lucienne;1945-06-15;"MP (1997/06/02 - 2008/01/25)
MP (1995/02/13 - 1997/06/01)";"Westmount--Ville-Marie (1997/06/02 - 2008/01/25)
Saint-Henri--Westmount (1995/02/13 - 1997/06/01)";"Quebec
Quebec";F;Liberal Party of Canada (1995/02/13 - 2008/01/25)
Robinson, Svend Johannes;1952-03-03;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)
MP (1979/05/22 - 1988/11/20)";"Burnaby--Douglas (1997/06/02 - 2004/06/27)
Burnaby--Kingsway (1988/11/21 - 1997/06/01)
Burnaby (1979/05/22 - 1988/11/20)";"British Columbia
British Columbia
British Columbia";M;New Democratic Party (1979/05/22 - 2004/06/27)
Roche, Douglas;1929-06-13;"MP (1979/05/22 - 1984/09/03)
MP (1972/10/30 - 1979/05/21)
Senator (1998/09/17 - 2004/06/14)";"Edmonton (1998/09/17 - 2004/06/14)
Edmonton South (1979/05/22 - 1984/09/03)
Edmonton--Strathcona (1972/10/30 - 1979/05/21)";"Alberta
Alberta
Alberta";M;"Independent (1998/09/17 - 2004/06/14)
Progressive Conservative Party (1972/10/30 - 1984/07/09)"
Rocheleau, Yves;1944-10-30;MP (1993/10/25 - 2004/06/27);Trois-Rivières (1993/10/25 - 2004/06/27);Quebec;M;Bloc Québécois (1993/10/25 - 2004/06/27)
Rock, Allan;1947-08-29;MP (1993/10/25 - 2003/12/12);Etobicoke Centre (1993/10/25 - 2003/12/12);Ontario;M;Liberal Party of Canada (1993/10/25 - 2003/12/12)
Rompkey, Bill;1936-05-12;"MP (1988/11/21 - 1995/09/20)
MP (1972/10/30 - 1988/11/20)
Senator (1995/09/21 - 2011/05/13)";"Newfoundland and Labrador (1995/09/21 - 2011/05/13)
Labrador (1988/11/21 - 1995/09/20)
Grand Falls--White Bay--Labrador (1972/10/30 - 1988/11/20)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;Liberal Party of Canada (1972/10/30 - 2011/05/13)
Rossiter, Eileen;1929-07-13;Senator (1986/11/17 - 2004/07/14);Prince Edward Island (1986/11/17 - 2004/07/14);Prince Edward Island;F;"Conservative Party of Canada (2004/02/02 - 2004/07/14)
Progressive Conservative Party (1986/11/17 - 2004/02/01)"
Roy, Jean-Yves;1949-07-20;"MP (2004/09/01 - 2010/10/22)
MP (2000/11/27 - 2004/08/31)";"Haute-Gaspésie--La Mitis--Matane--Matapédia (2004/09/01 - 2010/10/22)
Matapédia--Matane (2000/11/27 - 2004/08/31)";"Quebec
Quebec";M;Bloc Québécois (2000/11/27 - 2010/10/22)
Saada, Jacques;1947-11-21;MP (1997/06/02 - 2006/01/22);Brossard--La Prairie (1997/06/02 - 2006/01/22);Quebec;M;Liberal Party of Canada (1997/06/02 - 2006/01/22)
Sauvageau, Benoît;1963-11-21;"MP (1997/06/02 - 2006/08/28)
MP (1993/10/25 - 1997/06/01)";"Repentigny (1997/06/02 - 2006/08/28)
Terrebonne (1993/10/25 - 1997/06/01)";"Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2006/08/28)
Savoy, Andy;1963-07-11;MP (2000/11/27 - 2006/01/22);Tobique--Mactaquac (2000/11/27 - 2006/01/22);New Brunswick;M;Liberal Party of Canada (2000/11/27 - 2006/01/22)
