Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Obhrai, Deepak;1950-07-04;"MP (2015/10/19 - 2019/08/02)
MP (1997/06/02 - 2015/10/18)";"Calgary Forest Lawn (2015/10/19 - 2019/08/02)
Calgary East (1997/06/02 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2004/02/02 - 2019/08/02)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/11)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Oda, Bev;1944-07-26;"MP (2004/09/01 - 2012/07/31)
MP (2004/06/28 - 2004/08/31)";"Durham (2004/09/01 - 2012/07/31)
Clarington--Scugog--Uxbridge (2004/06/28 - 2004/08/31)";"Ontario
Ontario";F;Conservative Party of Canada (2004/06/28 - 2012/07/31)
Ogilvie, Kelvin Kenneth;1942-11-05;Senator (2009/08/27 - 2017/11/06);Annapolis Valley - Hants (2009/08/27 - 2017/11/06);Nova Scotia;M;Conservative Party of Canada (2009/08/27 - 2017/11/06)
Oliphant, Robert;1956-06-06;"MP (2015/10/19 - )
MP (2008/10/14 - 2011/05/01)";"Don Valley West (2015/10/19 - )
Don Valley West (2008/10/14 - 2011/05/01)";"Ontario
Ontario";M;"Liberal Party of Canada (2015/10/19 - )
Liberal Party of Canada (2008/10/14 - 2011/05/01)"
Oliver, Donald H.;1938-11-15;Senator (1990/09/07 - 2013/11/16);South Shore (1990/09/07 - 2013/11/16);Nova Scotia;M;"Conservative Party of Canada (2004/02/02 - 2013/11/16)
Progressive Conservative Party (1990/09/07 - 2004/02/01)"
Ouellet, Christian;1934-04-21;MP (2006/01/23 - 2011/05/01);Brome--Missisquoi (2006/01/23 - 2011/05/01);Quebec;M;Bloc Québécois (2006/01/23 - 2011/05/01)
Pacetti, Massimo;1962-08-21;MP (2002/05/13 - 2015/10/18);Saint-Léonard--Saint-Michel (2002/05/13 - 2015/10/18);Quebec;M;"Independent (2014/11/05 - 2015/10/18)
Liberal Party of Canada (2002/05/13 - 2014/11/04)"
Paillé, Daniel;1950-03-31;MP (2009/11/09 - 2011/05/01);Hochelaga (2009/11/09 - 2011/05/01);Quebec;M;Bloc Québécois (2009/11/09 - 2011/05/01)
Paillé, Pascal-Pierre;1978-05-29;MP (2008/10/14 - 2011/05/01);Louis-Hébert (2008/10/14 - 2011/05/01);Quebec;M;Bloc Québécois (2008/10/14 - 2011/05/01)
Paquette, Pierre A.;1955-05-31;MP (2000/11/27 - 2011/05/01);Joliette (2000/11/27 - 2011/05/01);Quebec;M;Bloc Québécois (2000/11/27 - 2011/05/01)
Paradis, Christian;1973-12-31;MP (2006/01/23 - 2015/10/18);Mégantic--L'Érable (2006/01/23 - 2015/10/18);Quebec;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Patry, Bernard;1943-01-29;MP (1993/10/25 - 2011/05/01);Pierrefonds--Dollard (1993/10/25 - 2011/05/01);Quebec;M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Patterson, Dennis Glen;1948-12-29;Senator (2009/08/27 - );Nunavut (2009/08/27 - );Nunavut;M;Conservative Party of Canada (2009/08/27 - )
Payne, LaVar;1945-02-22;MP (2008/10/14 - 2015/10/18);Medicine Hat (2008/10/14 - 2015/10/18);Alberta;M;Conservative Party of Canada (2008 - 2015/10/18)
Pearson, Glen;1950-12-25;MP (2006/11/27 - 2011/05/01);London North Centre (2006/11/27 - 2011/05/01);Ontario;M;Liberal Party of Canada (2006/11/27 - 2011/05/01)
Pépin, Lucie;1936-09-06;"MP (1984/09/04 - 1988/11/20)
Senator (1997/04/08 - 2011/09/07)";"Shawinigan (1997/04/08 - 2011/09/07)
Outremont (1984/09/04 - 1988/11/20)";"Quebec
Quebec";F;"Liberal Party of Canada (1997/04/08 - 2011/09/07)
Liberal Party of Canada (1984/09/04 - 1988/11/20)"
Peterson, Robert W.;1937-10-18;Senator (2005/03/24 - 2012/10/19);Saskatchewan (2005/03/24 - 2012/10/19);Saskatchewan;M;Liberal Party of Canada (2005/03/24 - 2012/10/19)
Petit, Daniel;1948-09-26;MP (2006/01/23 - 2011/05/01);Charlesbourg--Haute-Saint-Charles (2006/01/23 - 2011/05/01);Quebec;M;Conservative Party of Canada (2006/01/23 - 2011/05/01)
Phalen, Gerard A.;1934-03-27;Senator (2001/10/04 - 2009/03/28);Nova Scotia (2001/10/04 - 2009/03/28);Nova Scotia;M;Liberal Party of Canada (2001/10/04 - 2009/03/28)
Pitfield, P.  Michael;1937-06-17;Senator (1982/12/22 - 2010/06/01);Ottawa-Vanier (1982/12/22 - 2010/06/01);Ontario;M;Independent (1982/12/22 - 2010/06/01)
Plamondon, Louis;1943-07-30;"MP (2015/10/19 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1984/09/04 - 1998/06/17)";"Bécancour--Nicolet--Saurel (2015/10/19 - )
Bas-Richelieu--Nicolet--Bécancour (2004/09/01 - 2015/10/18)
Richelieu (2004/06/28 - 2004/08/31)
Bas-Richelieu--Nicolet--Bécancour (1998/06/18 - 2004/06/27)
Richelieu (1984/09/04 - 1998/06/17)";"Quebec
Quebec
Quebec
Quebec
Quebec";M;"Bloc Québécois (2018/09/17 - )
Québec debout (2018/06/06 - 2018/09/16)
Groupe parlementaire québécois  (2018/02/28 - 2018/06/05)
Bloc Québécois (1990/12/20 - 2018/02/27)
Independent (1990/06/26 - 1990/12/19)
Progressive Conservative Party (1984/09/04 - 1990/06/25)"
Plett, Donald Neil;1950-05-13;Senator (2009/08/27 - );Landmark (2009/08/27 - );Manitoba;M;Conservative Party of Canada (2009/08/27 - )
Poilievre, Pierre;1979-06-02;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)";"Carleton (2015/10/19 - )
Nepean--Carleton (2004/06/28 - 2015/10/18)";"Ontario
Ontario";M;Conservative Party of Canada (2004/06/28 - )
Poirier, Rose-May;1954-03-01;Senator (2010/02/28 - );Saint-Louis-de-Kent (2010/02/28 - );New Brunswick;F;Conservative Party of Canada (2010/02/28 - )
Pomerleau, Roger;1947-06-06;"MP (2008/10/14 - 2011/05/01)
MP (1993/10/25 - 1997/06/01)";"Drummond (2008/10/14 - 2011/05/01)
Anjou--Rivière-des-Prairies (1993/10/25 - 1997/06/01)";"Quebec
Quebec";M;"Bloc Québécois (2008/10/14 - 2011/05/01)
Bloc Québécois (1993/10/25 - 1997/06/01)"
Poy, Vivienne;1941-05-14;Senator (1998/09/17 - 2012/09/17);Toronto (1998/09/17 - 2012/09/17);Ontario;F;Liberal Party of Canada (1998/09/17 - 2012/09/17)
Prentice, Jim;1956-07-19;"MP (2004/09/01 - 2010/11/14)
MP (2004/06/28 - 2004/08/31)";"Calgary Centre-North (2004/09/01 - 2010/11/14)
Calgary North Centre (2004/06/28 - 2004/08/31)";"Alberta
Alberta";M;Conservative Party of Canada (2004/06/28 - 2010/11/14)
Preston, Joe;1955-06-13;MP (2004/06/28 - 2015/10/18);Elgin--Middlesex--London (2004/06/28 - 2015/10/18);Ontario;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Proulx, Marcel;1946-03-05;MP (1999/11/15 - 2011/05/01);Hull--Aylmer (1999/11/15 - 2011/05/01);Quebec;M;Liberal Party of Canada (1999/11/15 - 2011/05/01)
Prud'homme, Marcel;1934-11-29;"MP (1964/02/10 - 1993/05/25)
Senator (1993/05/26 - 2009/11/30)";"La Salle (1993/05/26 - 2009/11/30)
Saint-Denis (1964/02/10 - 1993/05/25)";"Quebec
Quebec";M;"Independent (1993/05/26 - 2009/11/30)
Liberal Party of Canada (1964/02/10 - 1993/05/25)"
Rae, Bob;1948-08-01;"MP (2008/03/17 - 2013/07/31)
MP (1979/05/22 - 1982/03/02)
MP (1978/10/16 - 1979/05/21)";"Toronto Centre (2008/03/17 - 2013/07/31)
Broadview--Greenwood (1979/05/22 - 1982/03/02)
Broadview (1978/10/16 - 1979/05/21)";"Ontario
Ontario
Ontario";M;"Liberal Party of Canada (2008/03/17 - 2013/07/31)
New Democratic Party (1978/10/16 - 1982/03/02)"
Rafferty, John;1953-07-02;MP (2008/10/14 - 2015/10/18);Thunder Bay--Rainy River (2008/10/14 - 2015/10/18);Ontario;M;New Democratic Party (2008/10/14 - 2015/10/18)
Raine, Nancy Greene;1943-05-10;Senator (2009/01/02 - 2018/05/10);Thompson-Okanagan-Kootenay (2009/01/02 - 2018/05/10);British Columbia;F;Conservative Party of Canada (2009/01/02 - 2018/05/10)
Raitt, Lisa;1968-05-06;"MP (2015/10/19 - 2019/10/20)
MP (2008/10/14 - 2015/10/18)";"Milton (2015/10/19 - 2019/10/20)
Halton (2008/10/14 - 2015/10/18)";"Ontario
Ontario";F;Conservative Party of Canada (2008/10/14 - 2019/10/20)
Rajotte, James;1970-08-18;"MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Edmonton--Leduc (2004/06/28 - 2015/10/18)
Edmonton Southwest (2000/11/27 - 2004/06/27)";"Alberta
Alberta";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/11)"
Ratansi, Yasmin;1951-01-03;"MP (2015/10/19 - )
MP (2004/06/28 - 2011/05/01)";"Don Valley East (2015/10/19 - )
Don Valley East (2004/06/28 - 2011/05/01)";"Ontario
Ontario";F;"Liberal Party of Canada (2015/10/19 - )
Liberal Party of Canada (2004/06/28 - 2011/05/01)"
Rathgeber, Brent;1964-07-23;MP (2008/10/14 - 2015/10/18);Edmonton--St. Albert (2008/10/14 - 2015/10/18);Alberta;M;"Independent (2013/06/06 - 2015/10/18)
Conservative Party of Canada (2008/10/14 - 2013/06/05)"
Regan, Geoff;1959-11-21;"MP (2000/11/27 - )
MP (1993/10/25 - 1997/06/01)";"Halifax West (2000/11/27 - )
Halifax West (1993/10/25 - 1997/06/01)";"Nova Scotia
Nova Scotia";M;"Liberal Party of Canada (2000/11/27 - )
Liberal Party of Canada (1993/10/25 - 1997/06/01)"
Reid, Scott;1964-01-24;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Lanark--Frontenac--Kingston (2015/10/19 - )
Lanark--Frontenac--Lennox and Addington (2004/06/28 - 2015/10/18)
Lanark--Carleton (2000/11/27 - 2004/06/27)";"Ontario
Ontario
Ontario";M;"Conservative Party of Canada (2003/12/23 - )
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Richards, Blake;1974-11-07;"MP (2015/10/19 - )
MP (2008/10/14 - 2015/10/18)";"Banff--Airdrie (2015/10/19 - )
Wild Rose (2008/10/14 - 2015/10/18)";"Alberta
Alberta";M;Conservative Party of Canada (2008/10/14 - )
Richardson, Lee;1947-10-30;"MP (2004/09/01 - 2012/06/06)
MP (2004/06/28 - 2004/08/31)
MP (1988/11/21 - 1993/10/24)";"Calgary Centre (2004/09/01 - 2012/06/06)
Calgary South Centre (2004/06/28 - 2004/08/31)
Calgary Southeast (1988/11/21 - 1993/10/24)";"Alberta
Alberta
Alberta";M;"Conservative Party of Canada (2004/06/28 - 2012/06/06)
Progressive Conservative Party (1988/11/21 - 1993/10/24)"
Rickford, Greg;1967-09-23;MP (2008/10/14 - 2015/10/18);Kenora (2008/10/14 - 2015/10/18);Ontario;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Ringuette, Pierrette;1955-12-30;"MP (1993/10/25 - 1997/06/01)
Senator (2002/12/12 - )";"New Brunswick (2002/12/12 - )
Madawaska--Victoria (1993/10/25 - 1997/06/01)";"New Brunswick
New Brunswick";F;"Independent Senators Group (2017/06/01 - )
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/05/31)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2016/02/02 - 2016/06/12)
Liberal Party of Canada (2002/12/12 - 2016/02/01)
Liberal Party of Canada (1993/10/25 - 1997/06/01)"
Ritz, Gerry;1951-08-18;MP (1997/06/02 - 2017/10/02);Battlefords--Lloydminster (1997/06/02 - 2017/10/02);Saskatchewan;M;"Conservative Party of Canada (2003/12/23 - 2017/10/02)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Rivard, Michel;1941-08-06;Senator (2009/01/02 - 2016/08/07);The Laurentides (2009/01/02 - 2016/08/07);Quebec;M;"Non-affiliated (2016/06/13 - 2016/08/07)
Independent (2016/03/07 - 2016/06/12)
Conservative Party of Canada (2009/01/02 - 2016/03/06)"
Rivest, Jean-Claude;1943-01-26;Senator (1993/03/11 - 2015/01/31);Stadacona (1993/03/11 - 2015/01/31);Quebec;M;"Independent (2004/06/02 - 2015/01/31)
Progressive Conservative Party (1993/03/11 - 2004/06/01)"
Robichaud, Fernand;1939-12-01;"MP (1993/10/25 - 1997/06/01)
MP (1988/11/21 - 1990/09/24)
MP (1984/09/04 - 1988/11/20)
Senator (1997/09/22 - 2014/12/01)";"New Brunswick (2010/02/28 - 2014/12/01)
Saint-Louis-de-Kent (1997/09/22 - 2010/02/27)
Beauséjour (1993/10/25 - 1997/06/01)
Beauséjour (1988/11/21 - 1990/09/24)
Westmorland--Kent (1984/09/04 - 1988/11/20)";"New Brunswick
New Brunswick
New Brunswick
New Brunswick
New Brunswick";M;"Liberal Party of Canada (1997/09/22 - 2014/12/01)
Liberal Party of Canada (1993/10/25 - 1997/06/01)
Liberal Party of Canada (1984/09/04 - 1990/09/24)"
Rodriguez, Pablo;1967-06-20;"MP (2015/10/19 - )
MP (2004/06/28 - 2011/05/01)";"Honoré-Mercier (2015/10/19 - )
Honoré-Mercier (2004/06/28 - 2011/05/01)";"Quebec
Quebec";M;"Liberal Party of Canada (2015/10/19 - )
Liberal Party of Canada (2004/06/28 - 2011/05/01)"
Rompkey, Bill;1936-05-12;"MP (1988/11/21 - 1995/09/20)
MP (1972/10/30 - 1988/11/20)
Senator (1995/09/21 - 2011/05/13)";"Newfoundland and Labrador (1995/09/21 - 2011/05/13)
Labrador (1988/11/21 - 1995/09/20)
Grand Falls--White Bay--Labrador (1972/10/30 - 1988/11/20)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;Liberal Party of Canada (1972/10/30 - 2011/05/13)
Rota, Anthony;1961-05-14;"MP (2015/10/19 - )
MP (2004/06/28 - 2011/05/01)";"Nipissing--Timiskaming (2015/10/19 - )
Nipissing--Timiskaming (2004/06/28 - 2011/05/01)";"Ontario
Ontario";M;"Liberal Party of Canada (2015/10/19 - )
Liberal Party of Canada (2004/06/28 - 2011/05/01)"
Roy, Jean-Yves;1949-07-20;"MP (2004/09/01 - 2010/10/22)
MP (2000/11/27 - 2004/08/31)";"Haute-Gaspésie--La Mitis--Matane--Matapédia (2004/09/01 - 2010/10/22)
Matapédia--Matane (2000/11/27 - 2004/08/31)";"Quebec
Quebec";M;Bloc Québécois (2000/11/27 - 2010/10/22)
Runciman, Bob;1942-08-09;Senator (2010/01/29 - 2017/08/09);Ontario - Thousand Islands and Rideau Lakes (2010/01/29 - 2017/08/09);Ontario;M;Conservative Party of Canada (2010/01/29 - 2017/08/09)
Russell, Todd Norman;1966-12-21;MP (2005/05/24 - 2011/05/01);Labrador (2005/05/24 - 2011/05/01);Newfoundland and Labrador;M;Liberal Party of Canada (2005/05/24 - 2011/05/01)
Savage, Michael John;1960-05-12;MP (2004/06/28 - 2011/05/01);Dartmouth--Cole Harbour (2004/06/28 - 2011/05/01);Nova Scotia;M;Liberal Party of Canada (2004/06/28 - 2011/05/01)
Savoie, Denise;1943-11-20;MP (2006/01/23 - 2012/08/31);Victoria (2006/01/23 - 2012/08/31);British Columbia;F;New Democratic Party (2006/01/23 - 2012/08/31)
Saxton, Andrew;1964-03-10;MP (2008/10/14 - 2015/10/18);North Vancouver (2008/10/14 - 2015/10/18);British Columbia;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Scarpaleggia, Francis;1957-06-05;MP (2004/06/28 - );Lac-Saint-Louis (2004/06/28 - );Quebec;M;Liberal Party of Canada (2004/06/28 - )
Scheer, Andrew;1979-05-19;MP (2004/06/28 - );Regina--Qu'Appelle (2004/06/28 - );Saskatchewan;M;Conservative Party of Canada (2004/06/28 - )
Schellenberger, Gary;1943-09-14;"MP (2004/06/28 - 2015/10/18)
MP (2003/05/12 - 2004/06/27)";"Perth--Wellington (2004/06/28 - 2015/10/18)
Perth--Middlesex (2003/05/12 - 2004/06/27)";"Ontario
Ontario";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (2003/05/12 - 2004/02/01)"
Segal, Hugh;1950-10-12;Senator (2005/08/02 - 2014/06/15);Kingston-Frontenac-Leeds (2005/08/02 - 2014/06/15);Ontario;M;Conservative Party of Canada (2005/08/02 - 2014/06/15)
Seidman, Judith;1950-08-31;Senator (2009/08/27 - );De la Durantaye (2009/08/27 - );Quebec;F;Conservative Party of Canada (2009/08/27 - )
Sgro, Judy;1944-12-15;"MP (2015/10/19 - )
MP (1999/11/15 - 2015/10/18)";"Humber River--Black Creek (2015/10/19 - )
York West (1999/11/15 - 2015/10/18)";"Ontario
Ontario";F;Liberal Party of Canada (1999/11/15 - )
Shea, Gail;1959-04-05;MP (2008/10/14 - 2015/10/18);Egmont (2008/10/14 - 2015/10/18);Prince Edward Island;F;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Shipley, Bev;1947-06-21;MP (2006/01/23 - 2019/10/20);Lambton--Kent--Middlesex (2006/01/23 - 2019/10/20);Ontario;M;Conservative Party of Canada (2006/01/23 - 2019/10/20)
Shory, Devinder;1958-08-02;MP (2008/10/14 - 2015/10/18);Calgary Northeast (2008/10/14 - 2015/10/18);Alberta;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Sibbeston, Nick G.;1943-11-20;Senator (1999/09/02 - 2017/11/21);Northwest Territories (1999/09/02 - 2017/11/21);Northwest Territories;M;"Non-affiliated (2016/06/13 - 2017/11/21)
Independent (2016/05/05 - 2016/06/12)
Liberal Party of Canada (1999/09/02 - 2016/05/04)"
Siksay, Bill;1955-03-10;MP (2004/06/28 - 2011/05/01);Burnaby--Douglas (2004/06/28 - 2011/05/01);British Columbia;M;New Democratic Party (2004 - 2011/05/01)
Silva, Mario;1966-06-10;MP (2004/06/28 - 2011/05/01);Davenport (2004/06/28 - 2011/05/01);Ontario;M;Liberal Party of Canada (2004/06/28 - 2011/05/01)
Simms, Scott;1969-08-11;"MP (2015/10/19 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)";"Coast of Bays--Central--Notre Dame (2015/10/19 - )
Bonavista--Gander--Grand Falls--Windsor (2004/09/01 - 2015/10/18)
Bonavista--Exploits (2004/06/28 - 2004/08/31)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;Liberal Party of Canada (2004/06/28 - )
Simson, Michelle;1953-07-09;MP (2008/10/14 - 2011/05/01);Scarborough Southwest (2008/10/14 - 2011/05/01);Ontario;F;Liberal Party of Canada (2008/10/14 - 2011/05/01)
Smith, David P.;1941-05-15;"MP (1980/02/18 - 1984/09/03)
Senator (2002/06/25 - 2016/05/16)";"Cobourg (2002/06/25 - 2016/05/16)
Don Valley East (1980/02/18 - 1984/09/03)";"Ontario
Ontario";M;"Liberal Party of Canada (2002/06/25 - 2016/05/16)
Liberal Party of Canada (1980/02/18 - 1984/09/03)"
Smith, Joy;1947-02-19;MP (2004/06/28 - 2015/10/18);Kildonan--St. Paul (2004/06/28 - 2015/10/18);Manitoba;F;Conservative Party of Canada (2004/06/28 - 2015/10/19)
Smith, Larry W.;1951-04-27;"Senator (2011/05/25 - )
Senator (2010/12/18 - 2011/03/25)";"Saurel (2011/05/25 - )
Saurel (2010/12/18 - 2011/03/25)";"Quebec
Quebec";M;"Conservative Party of Canada (2011/05/25 - )
Conservative Party of Canada (2010/12/18 - 2011/03/25)"
Sopuck, Robert;1951-07-10;"MP (2015/10/19 - 2019/10/20)
MP (2010/11/29 - 2015/10/18)";"Dauphin--Swan River--Neepawa (2015/10/19 - 2019/10/20)
Dauphin--Swan River--Marquette (2010/11/29 - 2015/10/18)";"Manitoba
Manitoba";M;Conservative Party of Canada (2010/11/29 - 2019/10/20)
Sorenson, Kevin;1958-11-02;"MP (2015/10/19 - 2019/10/20)
MP (2000/11/27 - 2015/10/18)";"Battle River--Crowfoot (2015/10/19 - 2019/10/20)
Crowfoot (2000/11/27 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2019/10/20)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Spivak, Mira;1934-07-11;Senator (1986/11/17 - 2009/07/12);Manitoba (1986/11/17 - 2009/07/12);Manitoba;F;"Independent (2004/02/03 - 2009/07/12)
Conservative Party of Canada (2004/02/02 - 2004/02/02)
Progressive Conservative Party (1986/11/17 - 2004/02/01)"
St-Cyr, Thierry;1977-11-06;MP (2006/01/23 - 2011/05/01);Jeanne-Le Ber (2006/01/23 - 2011/05/01);Quebec;M;Bloc Québécois (2006/01/23 - 2011/05/01)
St. Germain, Gerry;1937-11-05;"MP (1983/08/29 - 1988/11/20)
Senator (1993/06/23 - 2012/11/06)";"Langley-Pemberton-Whistler (1993/06/23 - 2012/11/06)
Mission--Port Moody (1983/08/29 - 1988/11/20)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2004/02/02 - 2012/11/06)
Canadian Reform Conservative Alliance (2000/10/18 - 2004/02/01)
Independent Conservative (2000/06/30 - 2000/10/17)
Progressive Conservative Party (1993/06/23 - 2000/06/29)
Progressive Conservative Party (1983/08/29 - 1988/11/20)"
Stanton, Bruce;1957-12-19;MP (2006/01/23 - );Simcoe North (2006/01/23 - );Ontario;M;Conservative Party of Canada (2006/01/23 - )
Stewart Olsen, Carolyn;1946-07-26;Senator (2009/08/27 - );New Brunswick (2009/08/27 - );New Brunswick;F;Conservative Party of Canada (2009/08/27 - )
Stoffer, Peter;1956-01-05;"MP (2004/06/28 - 2015/10/18)
MP (1999/03/11 - 2004/06/27)
MP (1997/06/02 - 1999/03/10)";"Sackville--Eastern Shore (2004/06/28 - 2015/10/18)
Sackville--Musquodoboit Valley--Eastern Shore (1999/03/11 - 2004/06/27)
Sackville--Eastern Shore (1997/06/02 - 1999/03/10)";"Nova Scotia
Nova Scotia
Nova Scotia";M;New Democratic Party (1997/06/02 - 2015/10/18)
Stollery, Peter A.;1935-11-28;"MP (1972/10/30 - 1981/07/01)
Senator (1981/07/02 - 2010/11/29)";"Bloor and Yonge (Toronto) (1981/07/02 - 2010/11/29)
Spadina (1972/10/30 - 1981/07/01)";"Ontario
Ontario";M;Liberal Party of Canada (1972/10/30 - 2010/11/29)
Storseth, Brian;1978-02-12;MP (2006/01/23 - 2015/10/18);Westlock--St. Paul (2006/01/23 - 2015/10/18);Alberta;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Strahl, Charles (Chuck);1957-02-24;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Chilliwack--Fraser Canyon (2004/06/28 - 2011/05/01)
Fraser Valley (1997/06/02 - 2004/06/27)
Fraser Valley East (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2011/05/01)
Canadian Reform Conservative Alliance (2002/04/16 - 2003/12/22)
Independent (2002/04/10 - 2002/04/15)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Stratton, Terry;1938-03-15;Senator (1993/03/25 - 2013/03/16);Red River (1993/03/25 - 2013/03/16);Manitoba;M;"Conservative Party of Canada (2004/02/02 - 2013/03/16)
Progressive Conservative Party (1993/03/25 - 2004/02/01)"
Sweet, David;1957-06-23;"MP (2015/10/19 - )
MP (2006/01/23 - 2015/10/18)";"Flamborough--Glanbrook (2015/10/19 - )
Ancaster--Dundas--Flamborough--Westdale (2006/01/23 - 2015/10/18)";"Ontario
Ontario";M;Conservative Party of Canada (2006/01/23 - )
Szabo, Paul John Mark;1948-05-09;MP (1993/10/25 - 2011/05/01);Mississauga South (1993/10/25 - 2011/05/01);Ontario;M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Tardif, Claudette;1947-07-26;Senator (2005/03/24 - 2018/02/02);Alberta (2005/03/24 - 2018/02/02);Alberta;F;Liberal Party of Canada (2005/03/24 - 2018/02/02)
Thi Lac, Ève-Mary Thaï;1972-02-05;MP (2007/09/17 - 2011/05/01);Saint-Hyacinthe--Bagot (2007/09/17 - 2011/05/01);Quebec;F;Bloc Québécois (2007/09/17 - 2011/05/01)
Thibeault, Glenn;1969-10-22;MP (2008/10/14 - 2015/01/05);Sudbury (2008/10/14 - 2015/01/05);Ontario;M;"Independent (2015/01/05 - 2015/01/05)
New Democratic Party (2008/10/14 - 2015/01/04)"
Thompson, Gregory Francis;1947-03-27;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1988/11/21 - 1993/10/24)";"New Brunswick Southwest (2004/09/01 - 2011/05/01)
St. Croix--Belleisle (2004/06/28 - 2004/08/31)
New Brunswick Southwest (1998/06/18 - 2004/06/27)
Charlotte (1997/06/02 - 1998/06/17)
Carleton--Charlotte (1988/11/21 - 1993/10/24)";"New Brunswick
New Brunswick
New Brunswick
New Brunswick
New Brunswick";M;"Conservative Party of Canada (2004/02/02 - 2011/05/01)
Progressive Conservative Party (1997/06/02 - 2004/02/01)
Progressive Conservative Party (1988/11/21 - 1993/10/24)"
Tilson, David;1941-03-18;MP (2004/06/28 - 2019/10/20);Dufferin--Caledon (2004/06/28 - 2019/10/20);Ontario;M;Conservative Party of Canada (2004/06/28 - 2019/10/20)
Tkachuk, David;1945-02-17;Senator (1993/06/08 - 2020/02/17);Saskatchewan (1993/06/08 - 2020/02/17);Saskatchewan;M;"Conservative Party of Canada (2004/02/02 - )
Progressive Conservative Party (1993/06/08 - 2004/02/01)"
Toews, Vic;1952-09-09;MP (2000/11/27 - 2013/07/09);Provencher (2000/11/27 - 2013/07/09);Manitoba;M;"Conservative Party of Canada (2003/12/23 - 2013/07/09)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Tonks, Alan;1943-04-01;MP (2000/11/27 - 2011/05/01);York South--Weston (2000/11/27 - 2011/05/01);Ontario;M;Liberal Party of Canada (2000/11/27 - 2011/05/01)
Trost, Brad;1974-05-14;"MP (2015/10/19 - 2019/10/20)
MP (2004/06/28 - 2015/10/18)";"Saskatoon--University (2015/10/19 - 2019/10/20)
Saskatoon--Humboldt (2004/06/28 - 2015/10/18)";"Saskatchewan
Saskatchewan";M;Conservative Party of Canada (2004/06/28 - 2019/10/20)
Trudeau, Justin;1971-12-24;MP (2008/10/14 - );Papineau (2008/10/14 - );Quebec;M;Liberal Party of Canada (2008/10/14 - )
Tweed, Mervin C.;1955-08-05;MP (2004/06/28 - 2013/08/31);Brandon--Souris (2004/06/28 - 2013/08/31);Manitoba;M;Conservative Party of Canada (2004/06/28 - 2013/08/31)
Uppal, Tim;1974-11-16;"MP (2019/10/21 - )
MP (2008/10/14 - 2015/10/18)";"Edmonton Mill Woods (2019/10/21 - )
Edmonton--Sherwood Park (2008/10/14 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2019/10/21 - )
Conservative Party of Canada (2008/10/14 - 2015/10/18)"
